"title";"item";"level";"langue";"account_type";"page"
"Subventions redistribuées aux communes et associations intercommunales";3702;4;"fr";"erfolg";6
"Subventions redistribuées aux assurances sociales publiques";3703;4;"fr";"erfolg";6
"Subventions redistribuées aux entreprises publiques";3704;4;"fr";"erfolg";6
"Subventions redistribuées aux entreprises privées";3705;4;"fr";"erfolg";6
"Subentions à redistribuées aux organisations privées à but non lucratif";3706;4;"fr";"erfolg";6
"Subventions redistribuées aux ménages privés";3707;4;"fr";"erfolg";6
"Subventions redistribuées à l'étranger";3708;4;"fr";"erfolg";6
"Charges extraordinaires";38;2;"fr";"erfolg";6
"Charges de personnel extraordinaires";380;3;"fr";"erfolg";6
"Charges de personnel extraordinaires";3800;4;"fr";"erfolg";6
"Sans";3809;4;"fr";"erfolg";6
"Charges extraordinaires de biens, services et charges d'exploitation";381;3;"fr";"erfolg";6
"Charges extraordinaires de biens, services et charges d'exploitation";3810;4;"fr";"erfolg";6
"Charges extraordinaires de biens, services et charges d'exploitation ; réévaluations";3811;4;"fr";"erfolg";6
"Amortissements supplémentaires";383;3;"fr";"erfolg";7
"Amortissements supplémentaires des immobilisations corporelles PA";3830;4;"fr";"erfolg";7
"Amortissements supplémentaires des immobilisations incorporelles";3832;4;"fr";"erfolg";7
"Amortissements supplémentaires du PA, non attribués";3839;4;"fr";"erfolg";7
"Charges financières extraordinaires";384;3;"fr";"erfolg";7
"Charges financières monétaires extraordinaires";3840;4;"fr";"erfolg";7
"Charges financières comptables extraordinaires, réévaluations extraordinaires";3841;4;"fr";"erfolg";7
"Charges extraordinaires de transfert";386;3;"fr";"erfolg";7
"Charges extraordinaires de transfert ; Confédération";3860;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; cantons";3861;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; communes";3862;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; assurances sociales publiques";3863;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; entreprises publiques";3864;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; entreprises privées";3865;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; organisations privées à but non lucratif";3866;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; ménages privés";3867;4;"fr";"erfolg";7
"Charges extraordinaires de transfert ; étranger";3868;4;"fr";"erfolg";7
"Amortissements supplémentaires des prêts, participations et subventions d’investissements";387;3;"fr";"erfolg";7
"Amortissements supplémentaires des prêts PA";3874;4;"fr";"erfolg";7
"Amortissements supplémentaires des participations, capital social PA";3875;4;"fr";"erfolg";7
"Amortissements supplémentaires des subventions d’investissements PA";3876;4;"fr";"erfolg";7
"Attributions au capital propre";389;3;"fr";"erfolg";7
"Sans";3890;4;"fr";"erfolg";7
"Attributions aux réserves des domaines de l'enveloppe budgétaire";3892;4;"fr";"erfolg";7
"Attributions aux préfinancements du capital propre";3893;4;"fr";"erfolg";7
"Attribution à la réserve de politique budgétaire";3894;4;"fr";"erfolg";7
"Attributions aux réserves de réévaluation";3896;4;"fr";"erfolg";7
"Attributions aux autres capitaux propres";3898;4;"fr";"erfolg";7
"Amortissement du découvert du bilan";3899;4;"fr";"erfolg";7
"Imputations internes";39;2;"fr";"erfolg";7
"Approvisionnement en matériel et en marchandises";390;3;"fr";"erfolg";8
"Prestations de service";391;3;"fr";"erfolg";8
"Bail à ferme, loyers, frais d'utilisation";392;3;"fr";"erfolg";8
"Frais administratifs et d'exploitation";393;3;"fr";"erfolg";8
"Intérêts et charges financières théoriques";394;3;"fr";"erfolg";8
"Amortissements planifiés et non planifiés";395;3;"fr";"erfolg";8
"Virements comptables";398;3;"fr";"erfolg";8
"Autres imputations internes";399;3;"fr";"erfolg";8
"Revenus";4;1;"fr";"erfolg";8
"Revenus fiscaux";40;2;"fr";"erfolg";8
"Impôts directs Personnes physiques";400;3;"fr";"erfolg";8
"Impôts sur le revenu, personnes physiques";4000;4;"fr";"erfolg";8
"Impôts sur la fortune, personnes physiques";4001;4;"fr";"erfolg";8
"Impôts à la source Personnes physiques";4002;4;"fr";"erfolg";8
"Impôts des personnes";4008;4;"fr";"erfolg";8
"Autres impôts directs, personnes physiques";4009;4;"fr";"erfolg";8
"Impôts directs, personnes morales";401;3;"fr";"erfolg";8
"Impôts sur les bénéfices, personnes morales";4010;4;"fr";"erfolg";8
"Impôts sur le capital, personnes morales";4011;4;"fr";"erfolg";8
"Impôts à la source, personnes morales";4012;4;"fr";"erfolg";8
"Autres impôts directs, personnes morales";4019;4;"fr";"erfolg";8
"Autres impôts directs";402;3;"fr";"erfolg";8
"Impôt anticipé (uniquement Confédération)";4020;4;"fr";"erfolg";8
"Impôts fonciers";4021;4;"fr";"erfolg";8
"Impôts sur les gains en capital";4022;4;"fr";"erfolg";8
"Droits de mutation et timbre";4023;4;"fr";"erfolg";8
"Impôts sur les successions et donations";4024;4;"fr";"erfolg";8
"Impôt sur les maisons de jeu et machines à sous";4025;4;"fr";"erfolg";8
"Impôt sur la propriété et sur les charges";403;3;"fr";"erfolg";8
"Taxes routières";4030;4;"fr";"erfolg";8
"Impôt sur les bateaux";4031;4;"fr";"erfolg";9
"Impôts sur les divertissements";4032;4;"fr";"erfolg";9
"Impôt sur les chiens";4033;4;"fr";"erfolg";9
"Autre impôt sur la propriété et les charges";4039;4;"fr";"erfolg";9
"Sans";404;3;"fr";"erfolg";9
"Sans";405;3;"fr";"erfolg";9
"Sans";406;3;"fr";"erfolg";9
"Sans";407;3;"fr";"erfolg";9
"Patentes et concessions";41;2;"fr";"erfolg";9
"Patentes";410;3;"fr";"erfolg";9
"Patentes";4100;4;"fr";"erfolg";9
"Banque nationale Suisse";411;3;"fr";"erfolg";9
"Part au bénéfice net de la BNS";4110;4;"fr";"erfolg";9
"Concessions";412;3;"fr";"erfolg";9
"Concessions";4120;4;"fr";"erfolg";9
"Parts de revenus à des loteries, Sport-Toto, paris";413;3;"fr";"erfolg";9
"Parts de revenus à des loteries, Sport-Toto, paris";4130;4;"fr";"erfolg";9
"Taxes et redevances";42;2;"fr";"erfolg";9
"Taxes de compensation";420;3;"fr";"erfolg";9
"Taxes de compensation";4200;4;"fr";"erfolg";9
"Emoluments pour actes administratifs";421;3;"fr";"erfolg";9
"Emoluments pour actes administratifs";4210;4;"fr";"erfolg";9
"Taxes pour hôpitaux et établissements médicaux sociaux, subventions aux frais de pension";422;3;"fr";"erfolg";9
"Taxes et subventions aux frais de pension";4220;4;"fr";"erfolg";9
"Paiement pour prestations particulières";4221;4;"fr";"erfolg";9
"Sans";4229;4;"fr";"erfolg";9
"Frais d’écolage et taxes de cours";423;3;"fr";"erfolg";9
"Frais d’écolage";4230;4;"fr";"erfolg";9
"Taxes de cours";4231;4;"fr";"erfolg";9
"Sans";4239;4;"fr";"erfolg";9
"Taxes d'utilisation et prestations de service";424;3;"fr";"erfolg";10
"Taxes d'utilisation et prestations de service";4240;4;"fr";"erfolg";10
"Recette sur ventes";425;3;"fr";"erfolg";10
"Ventes";4250;4;"fr";"erfolg";10
"Remboursements";426;3;"fr";"erfolg";10
"Remboursements et participations de tiers";4260;4;"fr";"erfolg";10
"Amendes";427;3;"fr";"erfolg";10
"Amendes";4270;4;"fr";"erfolg";10
"Sans";428;3;"fr";"erfolg";10
"Autres taxes";429;3;"fr";"erfolg";10
"Autres taxes";4290;4;"fr";"erfolg";10
"Revenus divers";43;2;"fr";"erfolg";10
"Revenus d'exploitation divers";430;3;"fr";"erfolg";10
"Revenus de l'activité de médecine privée";4300;4;"fr";"erfolg";10
"Actifs saisis";4301;4;"fr";"erfolg";10
"Autres revenus d'exploitation";4309;4;"fr";"erfolg";10
"Transferts au compte des investissements";431;3;"fr";"erfolg";10
"Prestations propres sur immobilisations corporelles portées à l'actif";4310;4;"fr";"erfolg";10
"Prestations propres sur immobilisations incorporelles portées à l'actif";4311;4;"fr";"erfolg";10
"Frais de projection portés à l'actif";4312;4;"fr";"erfolg";10
"Sans";4319;4;"fr";"erfolg";10
"Variations de stocks";432;3;"fr";"erfolg";10
"Variations de stocks, produits semi-finis et finis";4320;4;"fr";"erfolg";10
"Variations de stocks, travaux commencés (prestations de service)";4321;4;"fr";"erfolg";10
"Autres variations de stocks";4329;4;"fr";"erfolg";10
"Autres revenus";439;3;"fr";"erfolg";10
"Autres revenus";4390;4;"fr";"erfolg";10
"Réévaluations PA";4391;4;"fr";"erfolg";10
"Revenus financiers";44;2;"fr";"erfolg";10
"Revenus des intérêts";440;3;"fr";"erfolg";10
"Intérêts des liquidités";4400;4;"fr";"erfolg";11
"Intérêts des créances et comptes courants";4401;4;"fr";"erfolg";11
"Intérêts des placements financiers";4402;4;"fr";"erfolg";11
"Autres intérêts du patrimoine financier";4409;4;"fr";"erfolg";11
"Gains réalisés PF";441;3;"fr";"erfolg";11
"Gains provenant des ventes des placements financiers PF";4410;4;"fr";"erfolg";11
"Gains provenant des ventes des immobilisations corporelles et incorporelles PF";4411;4;"fr";"erfolg";11
"Autres gains réalisés à partir du patrimoine financier";4419;4;"fr";"erfolg";11
"Revenus de participations PF";442;3;"fr";"erfolg";11
"Dividendes";4420;4;"fr";"erfolg";11
"Autres revenus de participations";4429;4;"fr";"erfolg";11
"Produit des immeubles du PF";443;3;"fr";"erfolg";11
"Loyers et fermages, immeubles du PF";4430;4;"fr";"erfolg";11
"Paiement pour appartements de service PF";4431;4;"fr";"erfolg";11
"Paiement pour utilisations des du immeubles PF";4432;4;"fr";"erfolg";11
"Autres produits des immeubles, PF";4439;4;"fr";"erfolg";11
"Réévaluations, immobilisations PF";444;3;"fr";"erfolg";11
"Réévaluation autres placements financiers PF";4440;4;"fr";"erfolg";11
"Réévaluation prêts PF";4441;4;"fr";"erfolg";11
"Réévaluations participations PF";4442;4;"fr";"erfolg";11
"Réévaluations, immeubles PF";4443;4;"fr";"erfolg";11
"Réévaluations, autres immobilisations corporelles et incorporelles PF";4449;4;"fr";"erfolg";11
"Revenus financiers de prêts et de participations du PA";445;3;"fr";"erfolg";11
"Revenus provenant d'emprunts PA";4450;4;"fr";"erfolg";11
"Revenus provenant de participations PA hormis dans des entreprises publiques";4451;4;"fr";"erfolg";11
"Sans";4459;4;"fr";"erfolg";11
"Revenus financiers d'entreprises publiques";446;3;"fr";"erfolg";11
"Exploitations publiques de la Confédération";4460;4;"fr";"erfolg";11
"Entreprises publiques des cantons avec forme juridique de droit public, concordats";4461;4;"fr";"erfolg";11
"Associations intercommunales, entreprises communales autonomes et non autonomes";4462;4;"fr";"erfolg";11
"Entreprises publiques comme société anonyme ou autre forme d'organisation de droit privé";4463;4;"fr";"erfolg";12
"Banque Nationale Suisse";4464;4;"fr";"erfolg";12
"Entreprises publiques à l'étranger";4468;4;"fr";"erfolg";12
"Autres entreprises publiques";4469;4;"fr";"erfolg";12
"Produit des immeubles PA";447;3;"fr";"erfolg";12
"Loyers et fermages des biens-fonds PA";4470;4;"fr";"erfolg";12
"Paiement pour appartements de service PA";4471;4;"fr";"erfolg";12
"Paiement pour utilisations des immeubles PA";4472;4;"fr";"erfolg";12
"Autres revenus, biens-fonds PA";4479;4;"fr";"erfolg";12
"Revenus des immeubles loués";448;3;"fr";"erfolg";12
"Loyers des immeubles loués";4480;4;"fr";"erfolg";12
"Autres revenus des biens-fonds loués";4489;4;"fr";"erfolg";12
"Autres Revenus financiers";449;3;"fr";"erfolg";12
"Autres revenus financiers";4499;4;"fr";"erfolg";12
"Prélèvements sur les financements spéciaux et fonds";45;2;"fr";"erfolg";12
"Prélèvements sur les financements spéciaux et fonds sous capitaux de tiers";450;3;"fr";"erfolg";12
"Prélèvements sur les financements spéciaux sous capitaux de tiers";4500;4;"fr";"erfolg";12
"Prélèvements sur les fonds sous capitaux de tiers";4501;4;"fr";"erfolg";12
"Prélèvements sur les legs et fondations sous capitaux de tiers";4502;4;"fr";"erfolg";12
"Prélèvements sur d’autres capitaux de tiers affectés";4503;4;"fr";"erfolg";12
"Sans";4509;4;"fr";"erfolg";12
"Prélèvements sur les financements spéciaux et foinds sous capital propre";451;3;"fr";"erfolg";12
"Prélèvements sur les financements spéciaux sous capital propre";4510;4;"fr";"erfolg";12
"Prélèvements sur les fonds sous capital propre";4511;4;"fr";"erfolg";12
"Prélèvements sur les legs et fondations sans personnalité juridique sous capital propre";4512;4;"fr";"erfolg";12
"Sans";4519;4;"fr";"erfolg";12
"Sans";4529;4;"fr";"erfolg";12
"Revenus de transferts";46;2;"fr";"erfolg";12
"Parts à des revenus";460;3;"fr";"erfolg";12
"Part aux revenus de la Confédération";4600;4;"fr";"erfolg";12
"Part aux revenus des cantons et des concordats";4601;4;"fr";"erfolg";13
"Part aux revenus des communes et des associations intercommunales";4602;4;"fr";"erfolg";13
"Part aux revenus des institutions publiques d'assurance sociale";4603;4;"fr";"erfolg";13
"Parts aux revenus des entreprises publiques";4604;4;"fr";"erfolg";13
"Dédommagements de collectivités publiques";461;3;"fr";"erfolg";13
"Dédommagements de la Confédération";4610;4;"fr";"erfolg";13
"Dédommagements des cantons et des concordats";4611;4;"fr";"erfolg";13
"Dédommagements des communes et des associations intercommunales";4612;4;"fr";"erfolg";13
"Indemnités des assurances sociales publiques";4613;4;"fr";"erfolg";13
"Indemnités des entreprises publiques";4614;4;"fr";"erfolg";13
"Sans";4615;4;"fr";"erfolg";13
"Sans";4616;4;"fr";"erfolg";13
"Sans";4617;4;"fr";"erfolg";13
"Sans";4618;4;"fr";"erfolg";13
"Péréquation financière et compensation des charges";462;3;"fr";"erfolg";13
"de la Confédération";4620;4;"fr";"erfolg";13
"des cantons et des concordats";4621;4;"fr";"erfolg";13
"des communes et associations intercommunales";4622;4;"fr";"erfolg";13
"des entreprises publiques";4624;4;"fr";"erfolg";13
"Sans";4629;4;"fr";"erfolg";13
"Subventions de collectivités publiques et de tiers";463;3;"fr";"erfolg";13
"Subventions de la Confédération";4630;4;"fr";"erfolg";13
"Subventions des cantons et des concordats";4631;4;"fr";"erfolg";13
"Subventions des communes et des associations intercommunales";4632;4;"fr";"erfolg";13
"Subventions des assurances sociales publiques";4633;4;"fr";"erfolg";13
"Subventions des entreprises publiques";4634;4;"fr";"erfolg";13
"Subventions des entreprises privées";4635;4;"fr";"erfolg";13
"Subventions des organisations privées à but non lucratif";4636;4;"fr";"erfolg";13
"Subventions des ménages privés";4637;4;"fr";"erfolg";13
"Subventions provenant de l'étranger";4638;4;"fr";"erfolg";13
"Dissolution des subventions d'investissements portées au passif";466;3;"fr";"erfolg";14
"Dissolution planifiée des subventions d'investissements portées au passif";4660;4;"fr";"erfolg";14
"Dissolutions non planifiées des subventions d'investissements portées au passif";4661;4;"fr";"erfolg";14
"Autres revenus de transferts";469;3;"fr";"erfolg";14
"Autres revenus de transferts";4690;4;"fr";"erfolg";14
"Redistributions";4699;4;"fr";"erfolg";14
"Subventions à redistribuer";47;2;"fr";"erfolg";14
"Subventions à redistribuer";470;3;"fr";"erfolg";14
"Subventions  à redistribuer reçues de la Confédération";4700;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des cantons et des concordats";4701;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des communes et des associations intercommunales";4702;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des assurances sociales publiques";4703;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des entreprises publiques";4704;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des entreprises privées";4705;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des organisations privées à but non lucratif";4706;4;"fr";"erfolg";14
"Subventions à redistribuer reçues des ménages";4707;4;"fr";"erfolg";14
"Subventions à redistribuer provenant de l'étranger";4708;4;"fr";"erfolg";14
"Revenus extraordinaires";48;2;"fr";"erfolg";14
"Sans";4809;4;"fr";"erfolg";14
"Revenus extraordinaires de patentes, concessions";481;3;"fr";"erfolg";14
"Revenus extraordinaires de patentes";4810;4;"fr";"erfolg";14
"Revenus extraordinaires de concessions";4811;4;"fr";"erfolg";14
"Contributions extraordinaires";482;3;"fr";"erfolg";14
"Revenus extraordinaires divers";483;3;"fr";"erfolg";14
"Revenus financiers extraordinaires";484;3;"fr";"erfolg";14
"Revenus financiers monétaires extraordinaires";4840;4;"fr";"erfolg";14
"Revenus financiers comptables extraordinaires, Réévaluations extraordinaires";4841;4;"fr";"erfolg";14
"Revenus extraordinaires de transferts";486;3;"fr";"erfolg";14
"Revenus extraordinaires de transferts ; Confédération";4860;4;"fr";"erfolg";14
"Revenus extraordinaires de transferts ; cantons";4861;4;"fr";"erfolg";14
"Revenus extraordinaires de transfert ; communes";4862;4;"fr";"erfolg";15
"Revenus extraordinaires de transfert ; assurances sociales publiques";4863;4;"fr";"erfolg";15
"Revenus extraordinaires de transferts ; entreprises publiques";4864;4;"fr";"erfolg";15
"Revenus extraordinaires de transferts ; entreprises privées";4865;4;"fr";"erfolg";15
"Revenus extraordinaires de transferts ; organisations privées à but non lucratif";4866;4;"fr";"erfolg";15
"Revenus extraordinaires de transferts ; ménages";4867;4;"fr";"erfolg";15
"Revenus extraordinaires de transferts ; étranger";4868;4;"fr";"erfolg";15
"Dissolution supplémentaire des subventions d’investissements portées au passif";487;3;"fr";"erfolg";15
"Dissolution supplémentaire des subventions d’investissement portées au passif";4870;4;"fr";"erfolg";15
"Prélèvements sur le capital propre";489;3;"fr";"erfolg";15
"Sans";4890;4;"fr";"erfolg";15
"Prélèvements sur réserves des domaines de l'enveloppe budgétaire";4892;4;"fr";"erfolg";15
"Prélèvements sur les préfinancements du capital propre";4893;4;"fr";"erfolg";15
"Prélèvement sur la réserve de politique budgétaire";4894;4;"fr";"erfolg";15
"Prélèvements sur réserve liée au retraitement PA";4895;4;"fr";"erfolg";15
"Prélèvements sur les réserves liées au retraitement PF";4896;4;"fr";"erfolg";15
"Prélèvements sur les autres capitaux propres";4898;4;"fr";"erfolg";15
"Prélèvements sur le résultat cumulé de l'année précédente";4899;4;"fr";"erfolg";15
"Imputations internes";49;2;"fr";"erfolg";15
"Approvisionnement en matériel et en marchandises";490;3;"fr";"erfolg";15
"Prestations de service";491;3;"fr";"erfolg";15
"Bail à ferme, loyers, frais d'utilisation";492;3;"fr";"erfolg";15
"Frais administratifs et d'exploitation";493;3;"fr";"erfolg";15
"Intérêts et charges financières théoriques";494;3;"fr";"erfolg";15
"Amortissements planifiés et non planifiés";495;3;"fr";"erfolg";15
"Virement comptables";498;3;"fr";"erfolg";15
"Autres imputations internes";499;3;"fr";"erfolg";15
"Comptes de clôture";9;1;"fr";"erfolg";15
"Clôture ménage général";900;3;"fr";"erfolg";15
"Excédent de revenus";9000;4;"fr";"erfolg";15
"Excédent de charges";9001;4;"fr";"erfolg";16
"Clôture des financements spéciaux et fonds sous capital propre, excédent de revenus";9010;4;"fr";"erfolg";16
"Clôture des financements spéciaux et fonds sous capital propre, excédent de charges";9011;4;"fr";"erfolg";16
"Clôture des legs et fondations sans personnalité juridique sous capital propre, excédent de revenus";9020;4;"fr";"erfolg";16
"Clôture des legs et fondations sans personnalité juridique sous capital propre, excédent de charges";9021;4;"fr";"erfolg";16
